timestamp,open,high,low,close,volume
2025-10-24 00:00:00+00:00,3857.817138671875,3859.471923828125,3850.20947265625,3857.15576171875,210833408
2025-10-24 00:15:00+00:00,3857.892578125,3862.873291015625,3850.8291015625,3850.8291015625,1090641920
2025-10-24 00:30:00+00:00,3851.279541015625,3866.646728515625,3850.88134765625,3866.646728515625,865341440
2025-10-24 00:45:00+00:00,3864.025146484375,3876.37548828125,3864.025146484375,3871.899658203125,185352192
2025-10-24 01:00:00+00:00,3871.69677734375,3876.2861328125,3871.519775390625,3875.83837890625,714153984
2025-10-24 01:15:00+00:00,3875.451416015625,3875.451416015625,3864.502685546875,3864.502685546875,714153984
2025-10-24 01:30:00+00:00,3863.18310546875,3877.1845703125,3862.622802734375,3877.1845703125,710606848
2025-10-24 01:45:00+00:00,3877.626220703125,3882.734130859375,3877.626220703125,3882.678466796875,207126528
2025-10-24 02:00:00+00:00,3882.51416015625,3882.973388671875,3878.984375,3879.0302734375,207126528
2025-10-24 02:15:00+00:00,3878.9296875,3882.352783203125,3873.696533203125,3876.781005859375,1026662400
2025-10-24 02:30:00+00:00,3877.3349609375,3887.317138671875,3877.3349609375,3887.317138671875,32702464
2025-10-24 02:45:00+00:00,3888.889892578125,3894.9345703125,3887.1025390625,3893.66259765625,633360384
2025-10-24 03:00:00+00:00,3891.72265625,3892.010986328125,3884.963134765625,3887.736572265625,813568000
2025-10-24 03:15:00+00:00,3887.625,3891.1015625,3885.39599609375,3889.21435546875,2756608
2025-10-24 03:30:00+00:00,3887.874267578125,3887.874267578125,3882.83349609375,3886.494384765625,2756608
2025-10-24 03:45:00+00:00,3884.965576171875,3892.102783203125,3881.886962890625,3892.102783203125,563802112
2025-10-24 04:00:00+00:00,3892.484619140625,3898.371337890625,3889.012451171875,3898.371337890625,699822080
2025-10-24 04:15:00+00:00,3900.25146484375,3918.653076171875,3899.077880859375,3917.896484375,788000768
2025-10-24 04:30:00+00:00,3918.388916015625,3958.795166015625,3918.388916015625,3958.795166015625,953450496
2025-10-24 04:45:00+00:00,3964.66455078125,3977.48388671875,3963.010986328125,3974.389404296875,420605952
2025-10-24 05:00:00+00:00,3976.00927734375,3976.00927734375,3960.85595703125,3969.0458984375,1060966400
2025-10-24 05:15:00+00:00,3968.91552734375,3968.91552734375,3962.142333984375,3967.897705078125,100372480
2025-10-24 05:30:00+00:00,3966.690673828125,3977.671630859375,3966.690673828125,3973.148681640625,692490240
2025-10-24 05:45:00+00:00,3972.892822265625,3987.141357421875,3972.892822265625,3974.1259765625,744435712
2025-10-24 06:00:00+00:00,3974.884521484375,3975.427001953125,3968.560546875,3969.174072265625,1192722432
2025-10-24 06:15:00+00:00,3969.347900390625,3981.182861328125,3967.893798828125,3981.182861328125,547418112
2025-10-24 06:30:00+00:00,3981.665771484375,3983.106201171875,3980.670166015625,3981.183837890625,32235520
2025-10-24 06:45:00+00:00,3981.90625,3986.44091796875,3979.138916015625,3986.44091796875,32235520
2025-10-24 07:00:00+00:00,3984.791015625,3984.791015625,3976.432373046875,3976.432373046875,701919232
